Onliner ID;Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;Описание предложения;Изготовитель;Импортер;Сервисный центр;Гарантия;Срок доставки по Минску;Срок доставки по РБ;Только для юр. лиц;Наличие на складе;В наличии на складе;Срок рассрочки по Халве;Onliner Prime;Цена по промокоду;Повышенная рассрочка Minipay;Кредит на «Родныя тавары»
4569126;GPS-трекеры;Milwaukee;One-Key L 25шт 4932480562;4932480562;;1293,97;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Milwaukee;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4979181;GPS-трекеры;Ugreen;FineTrack Slim Smart Finder CM817;45298;;65,16;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ugreen Group Limited, Hong Kong;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4979176;GPS-трекеры;Ugreen;FineTrack Smart Finder CM816;45297;;34,44;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ugreen Group Limited, Hong Kong;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967301;IP-камеры;Baseus;S1 Outdoor 2K Solar Security Camera;S0SW002130, 6932172661977;;363,05;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Shenzhen Baseus Technology Co., Ltd., Shenzhen, China;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967351;IP-камеры;Baseus;Security N1 Plus;S0TZ002130;;257,93;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Shenzhen Baseus Technology Co., Ltd., Shenzhen, China;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967349;IP-камеры;Baseus;Security N1 Plus 2-Cam Kit;S0TY002131;;654,64;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Shenzhen Baseus Technology Co., Ltd., Shenzhen, China;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967308;IP-камеры;Baseus;Security S1 Lite Outdoor Camera 2K;S0003300;;240,32;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Shenzhen Baseus Technology Co., Ltd., Shenzhen, China;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967321;IP-камеры;Baseus;Security S1 Pro 2-Cam Kit;S0TX002131, S0SU00;;948,72;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Shenzhen Baseus Technology Co., Ltd., Shenzhen, China;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4657623;IP-камеры;Dahua;DH-IPC-C2K-P-0280B;DH-IPC-C2KP-P-0280B;;186,78;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4657680;IP-камеры;Dahua;DH-IPC-C2KP-P-0360B;DH-IPC-C2K-P-0360B, DH-IPC-C2KP-P-0360B;;186,78;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4561919;IP-камеры;Dahua;DH-IPC-F2CP-LED-0280B;DH-IPC-F2CP-LED-0280B;;170,65;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4561916;IP-камеры;Dahua;DH-IPC-F2CP-LED-0360B;DH-IPC-F2CP-LED-0360B;;170,65;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4378855;IP-камеры;Dahua;DH-IPC-F2CP-PV-0280B;DH-IPC-F2CP-PV-0280B;;188,65;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4378854;IP-камеры;Dahua;DH-IPC-F2CP-PV-0360B;DH-IPC-F2CP-PV-0360B;;188,65;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4561930;IP-камеры;Dahua;DH-IPC-F4CP-LED-0280B;DH-IPC-F4CP-LED-0280B;;216,15;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4561929;IP-камеры;Dahua;DH-IPC-F4CP-LED-0360B;DH-IPC-F4CP-LED-0360B;;216,15;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4753544;IP-камеры;Dahua;DH-IPC-H3DP-3F;DH-IPC-H3DP-3F, 6939554941832;;255,03;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4658306;IP-камеры;Dahua;DH-IPC-H5AP-0360B;DH-IPC-H5AP-0360B;;173,51;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4658402;IP-камеры;Dahua;DH-IPC-H5BP-0360B;DH-IPC-H5BP-0360B;;183,92;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1352433;IP-камеры;Dahua;DH-IPC-HDB4231CP-AS-0360B-S2;DH-IPC-HDB4231CP-AS-0360B-S2;;304,48;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
2416889;IP-камеры;Dahua;DH-IPC-HDBW1230EP-0360B-S5;DH-IPC-HDBW1230EP-0360B-S5;;152,63;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
2316805;IP-камеры;Dahua;DH-IPC-HDBW1230RP-ZS-2812-S5;DH-IPC-HDBW1230RP-ZS-2812-S5, IPC-HDBW1230RP-ZS-2812-S5-QH;;391,53;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1303538;IP-камеры;Dahua;DH-IPC-HDBW1420EP-0360B;DH-IPC-HDBW1420EP-0360B;;355,26;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1927424;IP-камеры;Dahua;DH-IPC-HDBW1431EP-0280B-S4;DH-IPC-HDBW1431EP-0280B-S4;;207,61;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1424282;IP-камеры;Dahua;DH-IPC-HDBW1431EP-0360B;DH-IPC-HDBW1431EP-0360B;;204,03;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1927418;IP-камеры;Dahua;DH-IPC-HDBW1431EP-0360B-S4;DH-IPC-HDBW1431EP-0360B-S4;;207,61;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
2416215;IP-камеры;Dahua;DH-IPC-HDBW1431RP-ZS-S4;DH-IPC-HDBW1431RP-ZS-S4;;457,91;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
2094807;IP-камеры;Dahua;DH-IPC-HDBW1435EP-W-0360B;DH-IPC-HDBW1435EP-W-0360B;;180,11;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1911235;IP-камеры;Dahua;DH-IPC-HDBW2230EP-S-0360B-S2-QH3;DH-IPC-HDBW2230EP-S-0360B-S2, DH-IPC-HDBW2230EP-S-0360B-S2-QH3;;279,67;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
1789585;IP-камеры;Dahua;DH-IPC-HDBW2231EP-S-0360B-S2;DH-IPC-HDBW2231EP-S-0360B-S2;;265,48;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
3811943;IP-камеры;Dahua;DH-IPC-HDBW2241EP-S-0280B;DH-IPC-HDBW2241EP-S-0280B;;199,39;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
3811717;IP-камеры;Dahua;DH-IPC-HDBW2241EP-S-0360B;DH-IPC-HDBW2241EP-S-0360B;;145,33;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4734061;IP-камеры;Dahua;DH-IPC-HDBW2249E-S-IL-0280B;DH-IPC-HDBW2249E-S-IL-0280B;;313,82;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4734062;IP-камеры;Dahua;DH-IPC-HDBW2249E-S-IL-0360B;DH-IPC-HDBW2249E-S-IL-0360B;;313,82;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4734063;IP-камеры;Dahua;DH-IPC-HDBW2249F-AS-IL-0280B;DH-IPC-HDBW2249F-AS-IL-0280B;;347,93;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4123540;IP-камеры;Dahua;DH-IPC-HDBW2441RP-ZS;DH-IPC-HDBW2441RP-ZS, 6923172536815;;731,91;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4711212;IP-камеры;Dahua;DH-IPC-HDBW2449EP-S-IL-0280B;DH-IPC-HDBW2449EP-S-IL-0280B, 6923172514202;;366,89;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4711217;IP-камеры;Dahua;DH-IPC-HDBW2449EP-S-IL-0360B;DH-IPC-HDBW2449EP-S-IL-0360B;;366,89;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4952251;IP-камеры;Dahua;DH-IPC-HDBW2449FP-AS-E2-IL-0280B;DH-IPC-HDBW2449FP-AS-E2-IL-0280B;;622,87;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4952234;IP-камеры;Dahua;DH-IPC-HDBW2449FP-AS-IL-0280B;DH-IPC-HDBW2449FP-AS-IL-0280B;;370,70;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4952238;IP-камеры;Dahua;DH-IPC-HDBW2449FP-AS-IL-0360B;DH-IPC-HDBW2449FP-AS-IL-0360B;;370,70;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
3896346;IP-камеры;Dahua;DH-IPC-HDBW2531EP-S-0360B-S2;DH-IPC-HDBW2531EP-S-0360B-S2;;181,53;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4952258;IP-камеры;Dahua;DH-IPC-HDBW2649EP-S-IL-0280B;DH-IPC-HDBW2649EP-S-IL-0280B;;260,08;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4713195;IP-камеры;Dahua;DH-IPC-HDBW2849E-S-IL-0360B;DH-IPC-HDBW2849E-S-IL-0360B;;606,74;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Жейанг Дахуа Технолоджи Ко. ЛТД. № 1199, ОГРН Сиань-Роуд, район Биньцзян Ханчжоу;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
