Onliner ID;Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;Описание предложения;Изготовитель;Импортер;Сервисный центр;Гарантия;Срок доставки по Минску;Срок доставки по РБ;Только для юр. лиц;Наличие на складе;В наличии на складе;Срок рассрочки по Халве;Onliner Prime;Цена по промокоду;Повышенная рассрочка Minipay;Кредит на «Родныя тавары»
4821697;3D-принтеры и 3D-сканеры;Bambu Lab;A1 Combo EU;nan;;1773,49;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Bambu Lab;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4828318;3D-принтеры и 3D-сканеры;Bambu Lab;A1 mini EU;6975337036173;;844,83;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Bambu Lab;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
4753507;3D-принтеры и 3D-сканеры;Bambu Lab;P1 S Combo;PF001-U+SA001-EU, 6975337033165;;2809,66;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Bambu Lab;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
4769024;3D-принтеры и 3D-сканеры;Creality;Ender-5 Max;Ender-5 Max, 6971636406747;;2983,24;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Creality;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
2626667;DSL-модемы и маршрутизаторы;D-Link;DSL-224/R1A;DSL-224/R1A;;124,72;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;D-Link;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1775925;DSL-модемы и маршрутизаторы;D-Link;DSL-245GR/R1A;DSL-245GR/R1A;;251,41;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;D-Link;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
2599276;DSL-модемы и маршрутизаторы;D-Link;DSL-2640U/R1A;DSL-2640U/R1A;;89,06;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;D-Link;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
2959675;DSL-модемы и маршрутизаторы;Mikrotik;CCR2004-16G-2S+;CCR2004-16G-2S+;;1819,69;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
4194656;DSL-модемы и маршрутизаторы;Mikrotik;CCR2004-16G-2S+PC;CCR2004-16G-2S+PC;;1819,69;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
2241499;DSL-модемы и маршрутизаторы;Mikrotik;CCR2004-1G-12S+2XS;CCR2004-1G-12S+2XS;;2650,70;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
4194657;DSL-модемы и маршрутизаторы;Mikrotik;CCR2116-12G-4S+;CCR2116-12G-4S+;;4060,30;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
4194659;DSL-модемы и маршрутизаторы;Mikrotik;CCR2216-1G-12XS-2XQ;CCR2216-1G-12XS-2XQ;;11256,42;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
833398;DSL-модемы и маршрутизаторы;Mikrotik;hEX PoE lite [RB750UPr2];RB750UPr2;;228,21;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
996927;DSL-модемы и маршрутизаторы;Mikrotik;Hex PoE [RB960PGS];RB960PGS;;367,44;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
1356942;DSL-модемы и маршрутизаторы;Mikrotik;hEX S RB760iGS;RB760iGS;;338,19;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
996946;DSL-модемы и маршрутизаторы;Mikrotik;Hex [RB750Gr3];RB750Gr3;;257,67;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4096168;DSL-модемы и маршрутизаторы;Mikrotik;L009UiGS-RM;L009UiGS-RM;;521,76;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1377512;DSL-модемы и маршрутизаторы;Mikrotik;RB1100AHx4;4752224002662;;1050,16;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
1480961;DSL-модемы и маршрутизаторы;Mikrotik;RB4011iGS+RM;RB4011iGS+RM;;853,02;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
2959676;DSL-модемы и маршрутизаторы;Mikrotik;RB5009UG+S+IN;RB5009UG+S+IN;;1015,89;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Mikrotik;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
2748490;DSL-модемы и маршрутизаторы;TP-Link;TL-ER7206;TL-ER7206;;512,20;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;TP-Link;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
233313;DSL-модемы и маршрутизаторы;TP-Link;TL-R480T+;nan;;203,37;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;TP-Link;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4400851;DSL-модемы и маршрутизаторы;Ubiquiti;Dream Machine Pro UDM-Pro;UDM-Pro;;1944,03;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ubiquiti;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
4400843;DSL-модемы и маршрутизаторы;Ubiquiti;Dream Machine Special Edition UDM-SE;UDM-SE;;2505,46;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ubiquiti;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;8;10;Да;;Нет;;Нет;0;Нет;Нет
910080;DSL-модемы и маршрутизаторы;Ubiquiti;EdgeRouter X SFP [ER-X-SFP];ER-X-SFP;;401,43;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ubiquiti;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;6;8;Да;;Нет;;Нет;0;Нет;Нет
1720285;DVD плееры;Hyundai;H-DVD100;H-DVD100;;83,32;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Hyundai;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1570675;FM-модуляторы;Ritmix;FMT-A707;FMT-A707;;32,09;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Ritmix;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1374751;GPS-навигаторы;NAVITEL;C500;nan;;224,47;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;NAVITEL;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1771281;GPS-навигаторы;NAVITEL;E707 Magnetic;nan;;309,70;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;NAVITEL;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1553926;GPS-навигаторы;NAVITEL;N500 Magnetic;nan;;286,10;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;NAVITEL;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
1638388;Hi-Fi акустика;Edifier;S1000MKII;nan;;969,83;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Edifier;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
2914247;IP-камеры;Aqara;Camera Hub G3 (международная версия);CH-H03;;564,76;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Aqara;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
3911254;IP-камеры;Aqara;G2H Pro Camera Hub CH-C01 (международная версия);6970504215986, CH-C01;;300,32;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Aqara;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4967301;IP-камеры;Baseus;S1 Outdoor 2K Solar Security Camera;S0SW002130, 6932172661977;;379,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967351;IP-камеры;Baseus;Security N1 Plus;S0TZ002130;;269,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967349;IP-камеры;Baseus;Security N1 Plus 2-Cam Kit;S0TY002131;;679,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967345;IP-камеры;Baseus;Security P1 3K White;S0TV012132;;109,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967327;IP-камеры;Baseus;Security P1 Lite 2K White;S0TV002132;;89,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967339;IP-камеры;Baseus;Security P1 Pro 3K White;S0TV022132;;128,54;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967308;IP-камеры;Baseus;Security S1 Lite Outdoor Camera 2K;S0003300;;249,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4967321;IP-камеры;Baseus;Security S1 Pro 2-Cam Kit;S0TX002131, S0SU00;;999,00;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Baseus;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4657623;IP-камеры;Dahua;DH-IPC-C2K-P-0280B;DH-IPC-C2KP-P-0280B;;184,16;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4657680;IP-камеры;Dahua;DH-IPC-C2KP-P-0360B;DH-IPC-C2K-P-0360B, DH-IPC-C2KP-P-0360B;;184,16;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4657684;IP-камеры;Dahua;DH-IPC-C4K-P-0280B;DH-IPC-C4K-P-0280B;;205,44;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4561919;IP-камеры;Dahua;DH-IPC-F2CP-LED-0280B;DH-IPC-F2CP-LED-0280B;;167,10;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4561916;IP-камеры;Dahua;DH-IPC-F2CP-LED-0360B;DH-IPC-F2CP-LED-0360B;;167,10;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4378855;IP-камеры;Dahua;DH-IPC-F2CP-PV-0280B;DH-IPC-F2CP-PV-0280B;;184,73;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4378854;IP-камеры;Dahua;DH-IPC-F2CP-PV-0360B;DH-IPC-F2CP-PV-0360B;;184,73;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
5002360;IP-камеры;Dahua;DH-IPC-F3DP-IL-0280B;DH-IPC-F3DP-IL-0280B;;190,80;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4561929;IP-камеры;Dahua;DH-IPC-F4CP-LED-0360B;DH-IPC-F4CP-LED-0360B;;211,67;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
5112943;IP-камеры;Dahua;DH-IPC-F5DP-IL-0360B;DH-IPC-F5DP-IL-0360B, 6939554980350;;219,99;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4657718;IP-камеры;Dahua;DH-IPC-H3AP-0360B;DH-IPC-H3AP-0360B;;119,16;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;5;7;Да;;Нет;;Нет;0;Нет;Нет
4753544;IP-камеры;Dahua;DH-IPC-H3DP-3F;DH-IPC-H3DP-3F, 6939554941832;;275,86;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
4658306;IP-камеры;Dahua;DH-IPC-H5AP-0360B;DH-IPC-H5AP-0360B;;188,78;BYN;Опт. Цены с НДС. Товары в наличии 1 шт, точное количество уточняйте. Цена действительна в день заказа. Доставка только в будние дни. Выходные дни в сроке заказа не учитываются.;Dahua;"ООО ""АйТи Дистрибуция"". Минский район, Боровлянский сельсовет, 103/3-7;";"ЧП ""МобиЛАБ СЦ"". г. Минск, ул. Толбухина, 2А";12;2;4;Да;;Нет;;Нет;0;Нет;Нет
